timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-25 23:33:06,med_capctl_cap150,SDT_SRWT,44,69733.33,160,15,1041,5,2082,-0.7322,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 00:52:27,med_capctl_cap400,SDT_SRWT,42,177066.69,410,15,2637,5,5274,-0.7851,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:12:10,med_capctl_cap400,SDT_SRWT,43,177966.69,410,15,2655,5,5310,-0.772,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:32:55,med_capctl_cap400,SDT_SRWT,44,178900.06,410,15,2669,5,5338,-0.7659,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
2026-06-25 21:36:13,med_capctl_cap15,SPT_SMPT,42,11701.49,25,15,170,5,340,-0.6921,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.8,401.5
2026-06-25 21:40:13,med_capctl_cap15,SPT_SMPT,43,11466.67,25,15,168,5,336,-0.6889,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:18,med_capctl_cap15,SPT_SMPT,44,11566.67,25,15,163,5,326,-0.7086,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:54:01,med_capctl_cap50,SPT_SMPT,42,26933.33,60,15,394,5,788,-0.7168,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:03:51,med_capctl_cap50,SPT_SMPT,43,26800.0,60,15,396,5,792,-0.7109,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:13:31,med_capctl_cap50,SPT_SMPT,44,26700.0,60,15,387,5,774,-0.7164,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:41:32,med_capctl_cap150,SPT_SMPT,42,70166.66,160,15,1034,5,2068,-0.754,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:08:54,med_capctl_cap150,SPT_SMPT,43,69900.0,160,15,1031,5,2062,-0.7444,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:36:27,med_capctl_cap150,SPT_SMPT,44,71000.0,160,15,1041,5,2082,-0.7447,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 01:00:30,med_capctl_cap400,SPT_SMPT,42,179066.69,410,15,2637,5,5274,-0.7927,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:25:33,med_capctl_cap400,SPT_SMPT,43,180200.03,410,15,2655,5,5310,-0.7804,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:49:59,med_capctl_cap400,SPT_SMPT,44,181400.06,410,15,2669,5,5338,-0.7756,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
2026-06-25 21:36:12,med_capctl_cap15,SPT_SRWT,42,11701.11,25,15,170,5,340,-0.6901,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.7,401.1
2026-06-25 21:40:18,med_capctl_cap15,SPT_SRWT,43,11800.0,25,15,168,5,336,-0.7068,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:14,med_capctl_cap15,SPT_SRWT,44,11266.67,25,15,163,5,326,-0.6902,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:53:54,med_capctl_cap50,SPT_SRWT,42,26966.67,60,15,394,5,788,-0.7168,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:03:40,med_capctl_cap50,SPT_SRWT,43,26933.33,60,15,396,5,792,-0.7134,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:13:04,med_capctl_cap50,SPT_SRWT,44,26200.0,60,15,387,5,774,-0.7026,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:40:07,med_capctl_cap150,SPT_SRWT,42,69466.67,160,15,1034,5,2068,-0.7473,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
